ADDRESS_ID, STREET, STREET_NUMBER, CITY, ZIP, COUNTRY
161, 'Pulvera', 546, 'Liepāja', 'LV-3033', 'Latvia'
162, 'Tallinas', 778, 'Rīga', 'LV-1060', 'Latvia'
163, 'Ganibu', 481, 'Liepāja', 'LV-3015', 'Latvia'
164, 'Vidzemes', 605, 'Daugavpils', 'LV-2023', 'Latvia'
165, 'Zirnu', 566, 'Liepāja', 'LV-3015', 'Latvia'
166, 'Aleksandra Čaka', 514, 'Rīga', 'LV-1023', 'Latvia'
167, 'Brīvības', 105, 'Rīga', 'LV-1023', 'Latvia'
168, 'Aleksandra Čaka', 895, 'Rīga', 'LV-1023', 'Latvia'
169, 'Satekles', 328, 'Rīga', 'LV-1060', 'Latvia'
170, 'Kaunas', 628, 'Daugavpils', 'LV-2040', 'Latvia'
171, 'Kaunas', 508, 'Daugavpils', 'LV-2040', 'Latvia'
172, 'Zirnu', 448, 'Liepāja', 'LV-3015', 'Latvia'
173, 'Aleksandra Čaka', 566, 'Rīga', 'LV-1023', 'Latvia'
174, 'Valnu', 846, 'Daugavpils', 'LV-2040', 'Latvia'
175, 'Kaunas', 364, 'Daugavpils', 'LV-2040', 'Latvia'
176, 'Kaunas', 829, 'Daugavpils', 'LV-2040', 'Latvia'
177, 'Satekles', 593, 'Rīga', 'LV-1060', 'Latvia'
178, 'Zirnu', 739, 'Liepāja', 'LV-3015', 'Latvia'
179, 'Uliha', 876, 'Liepāja', 'LV-3015', 'Latvia'
180, 'Ieriķu', 172, 'Rīga', 'LV-1046', 'Latvia'
181, 'Pulvera', 787, 'Liepāja', 'LV-3033', 'Latvia'
182, '18. novembra', 293, 'Daugavpils', 'LV-2040', 'Latvia'
183, 'Krišjāņa Valdemāra', 941, 'Rīga', 'LV-1023', 'Latvia'
184, 'Aleksandra Čaka', 783, 'Rīga', 'LV-1023', 'Latvia'
185, 'Bikernieku', 499, 'Rīga', 'LV-1060', 'Latvia'
186, 'Tallinas', 950, 'Rīga', 'LV-1060', 'Latvia'
187, 'Krišjāņa Valdemāra', 414, 'Rīga', 'LV-1023', 'Latvia'
188, 'Vidzemes', 964, 'Daugavpils', 'LV-2023', 'Latvia'
189, 'Uliha', 697, 'Liepāja', 'LV-3015', 'Latvia'
190, 'Zirnu', 777, 'Liepāja', 'LV-3015', 'Latvia'
191, 'Tallinas', 257, 'Rīga', 'LV-1060', 'Latvia'
192, 'Pulvera', 251, 'Liepāja', 'LV-3033', 'Latvia'
193, '18. novembra', 899, 'Daugavpils', 'LV-2040', 'Latvia'
194, 'Bikernieku', 274, 'Rīga', 'LV-1060', 'Latvia'
195, 'Uliha', 557, 'Liepāja', 'LV-3015', 'Latvia'
196, 'Satekles', 574, 'Rīga', 'LV-1060', 'Latvia'
197, 'Dzelzavas', 462, 'Rīga', 'LV-1046', 'Latvia'
198, '18. novembra', 125, 'Daugavpils', 'LV-2040', 'Latvia'
199, 'Zirnu', 438, 'Liepāja', 'LV-3015', 'Latvia'
200, 'Vidzemes', 581, 'Daugavpils', 'LV-2023', 'Latvia'
201, 'Vidzemes', 132, 'Daugavpils', 'LV-2023', 'Latvia'
202, 'Bikernieku', 561, 'Rīga', 'LV-1060', 'Latvia'
203, 'Aleksandra Čaka', 655, 'Rīga', 'LV-1023', 'Latvia'
204, 'Pulvera', 707, 'Liepāja', 'LV-3033', 'Latvia'
205, 'Uliha', 8, 'Liepāja', 'LV-3015', 'Latvia'
206, 'Uliha', 79, 'Liepāja', 'LV-3015', 'Latvia'
207, 'Ieriķu', 657, 'Rīga', 'LV-1046', 'Latvia'
208, 'Aleksandra Čaka', 168, 'Rīga', 'LV-1023', 'Latvia'
209, 'Augusta Deglava', 682, 'Rīga', 'LV-1046', 'Latvia'
210, 'Aleksandra Čaka', 128, 'Rīga', 'LV-1023', 'Latvia'
211, 'Bikernieku', 411, 'Rīga', 'LV-1060', 'Latvia'
212, 'Kaunas', 765, 'Daugavpils', 'LV-2040', 'Latvia'
213, 'Ganibu', 350, 'Liepāja', 'LV-3015', 'Latvia'
214, 'Uliha', 242, 'Liepāja', 'LV-3015', 'Latvia'
215, 'Pernavas', 208, 'Rīga', 'LV-1060', 'Latvia'
216, 'Uliha', 227, 'Liepāja', 'LV-3015', 'Latvia'
217, 'Tallinas', 607, 'Rīga', 'LV-1060', 'Latvia'
218, 'Krišjāņa Valdemāra', 458, 'Rīga', 'LV-1023', 'Latvia'
219, 'Uliha', 740, 'Liepāja', 'LV-3015', 'Latvia'
220, 'Valnu', 25, 'Daugavpils', 'LV-2040', 'Latvia'
221, 'Pernavas', 592, 'Rīga', 'LV-1060', 'Latvia'
222, 'Uliha', 257, 'Liepāja', 'LV-3015', 'Latvia'
223, 'Satekles', 627, 'Rīga', 'LV-1060', 'Latvia'
224, 'Pulvera', 377, 'Liepāja', 'LV-3033', 'Latvia'
225, 'Pernavas', 402, 'Rīga', 'LV-1060', 'Latvia'
226, 'Ieriķu', 665, 'Rīga', 'LV-1046', 'Latvia'
227, 'Vidzemes', 35, 'Daugavpils', 'LV-2023', 'Latvia'
228, '18. novembra', 127, 'Daugavpils', 'LV-2040', 'Latvia'
229, 'Kaunas', 220, 'Daugavpils', 'LV-2040', 'Latvia'
230, 'Pulvera', 589, 'Liepāja', 'LV-3033', 'Latvia'
231, 'Kaunas', 391, 'Daugavpils', 'LV-2040', 'Latvia'
232, 'Pulvera', 412, 'Liepāja', 'LV-3033', 'Latvia'
233, 'Pernavas', 536, 'Rīga', 'LV-1060', 'Latvia'
234, 'Krišjāņa Valdemāra', 865, 'Rīga', 'LV-1023', 'Latvia'
235, 'Krišjāņa Valdemāra', 800, 'Rīga', 'LV-1023', 'Latvia'
236, 'Ieriķu', 840, 'Rīga', 'LV-1046', 'Latvia'
237, 'Dzelzavas', 310, 'Rīga', 'LV-1046', 'Latvia'
238, 'Hanzas', 253, 'Rīga', 'LV-1060', 'Latvia'
239, '18. novembra', 728, 'Daugavpils', 'LV-2040', 'Latvia'
240, 'Hanzas', 833, 'Rīga', 'LV-1060', 'Latvia'
241, 'Hanzas', 709, 'Rīga', 'LV-1060', 'Latvia'
242, 'Hanzas', 273, 'Rīga', 'LV-1060', 'Latvia'
243, 'Uliha', 503, 'Liepāja', 'LV-3015', 'Latvia'
244, 'Uliha', 533, 'Liepāja', 'LV-3015', 'Latvia'
245, 'Pulvera', 990, 'Liepāja', 'LV-3033', 'Latvia'
246, 'Aleksandra Čaka', 330, 'Rīga', 'LV-1023', 'Latvia'
247, 'Hanzas', 18, 'Rīga', 'LV-1060', 'Latvia'
248, 'Ieriķu', 437, 'Rīga', 'LV-1046', 'Latvia'
249, 'Vidzemes', 822, 'Daugavpils', 'LV-2023', 'Latvia'
250, 'Satekles', 4, 'Rīga', 'LV-1060', 'Latvia'
251, 'Augusta Deglava', 252, 'Rīga', 'LV-1046', 'Latvia'
252, 'Ganibu', 333, 'Liepāja', 'LV-3015', 'Latvia'
253, 'Kaunas', 81, 'Daugavpils', 'LV-2040', 'Latvia'
254, 'Kaunas', 245, 'Daugavpils', 'LV-2040', 'Latvia'
255, 'Krišjāņa Valdemāra', 622, 'Rīga', 'LV-1023', 'Latvia'
256, '18. novembra', 339, 'Daugavpils', 'LV-2040', 'Latvia'
257, 'Bikernieku', 440, 'Rīga', 'LV-1060', 'Latvia'
258, 'Tallinas', 286, 'Rīga', 'LV-1060', 'Latvia'
259, 'Satekles', 134, 'Rīga', 'LV-1060', 'Latvia'
260, '18. novembra', 226, 'Daugavpils', 'LV-2040', 'Latvia'
261, 'Brīvības', 456, 'Rīga', 'LV-1023', 'Latvia'
262, 'Satekles', 530, 'Rīga', 'LV-1060', 'Latvia'
263, 'Dzelzavas', 56, 'Rīga', 'LV-1046', 'Latvia'
264, 'Tallinas', 580, 'Rīga', 'LV-1060', 'Latvia'
265, 'Brīvības', 853, 'Rīga', 'LV-1023', 'Latvia'
266, '18. novembra', 351, 'Daugavpils', 'LV-2040', 'Latvia'
267, 'Brīvības', 723, 'Rīga', 'LV-1023', 'Latvia'
268, 'Valnu', 546, 'Daugavpils', 'LV-2040', 'Latvia'
269, 'Dzelzavas', 276, 'Rīga', 'LV-1046', 'Latvia'
270, 'Satekles', 623, 'Rīga', 'LV-1060', 'Latvia'
271, 'Uliha', 416, 'Liepāja', 'LV-3015', 'Latvia'
272, 'Tallinas', 498, 'Rīga', 'LV-1060', 'Latvia'
273, 'Bikernieku', 84, 'Rīga', 'LV-1060', 'Latvia'
274, 'Pernavas', 296, 'Rīga', 'LV-1060', 'Latvia'
275, 'Bikernieku', 105, 'Rīga', 'LV-1060', 'Latvia'
276, 'Hanzas', 57, 'Rīga', 'LV-1060', 'Latvia'
277, '18. novembra', 619, 'Daugavpils', 'LV-2040', 'Latvia'
278, 'Valnu', 547, 'Daugavpils', 'LV-2040', 'Latvia'
279, 'Zirnu', 57, 'Liepāja', 'LV-3015', 'Latvia'
280, 'Brīvības', 989, 'Rīga', 'LV-1023', 'Latvia'
281, '18. novembra', 872, 'Daugavpils', 'LV-2040', 'Latvia'
282, 'Dzelzavas', 99, 'Rīga', 'LV-1046', 'Latvia'
283, 'Satekles', 278, 'Rīga', 'LV-1060', 'Latvia'
284, 'Uliha', 643, 'Liepāja', 'LV-3015', 'Latvia'
285, 'Uliha', 502, 'Liepāja', 'LV-3015', 'Latvia'
286, 'Aleksandra Čaka', 331, 'Rīga', 'LV-1023', 'Latvia'
287, 'Hanzas', 313, 'Rīga', 'LV-1060', 'Latvia'
288, 'Augusta Deglava', 242, 'Rīga', 'LV-1046', 'Latvia'
289, 'Pulvera', 864, 'Liepāja', 'LV-3033', 'Latvia'
290, 'Uliha', 952, 'Liepāja', 'LV-3015', 'Latvia'
291, 'Brīvības', 380, 'Rīga', 'LV-1023', 'Latvia'
292, 'Dzelzavas', 412, 'Rīga', 'LV-1046', 'Latvia'
293, 'Uliha', 986, 'Liepāja', 'LV-3015', 'Latvia'
294, 'Augusta Deglava', 781, 'Rīga', 'LV-1046', 'Latvia'
295, 'Krišjāņa Valdemāra', 826, 'Rīga', 'LV-1023', 'Latvia'
296, 'Tallinas', 526, 'Rīga', 'LV-1060', 'Latvia'
297, 'Dzelzavas', 459, 'Rīga', 'LV-1046', 'Latvia'
298, 'Vidzemes', 994, 'Daugavpils', 'LV-2023', 'Latvia'
299, 'Satekles', 215, 'Rīga', 'LV-1060', 'Latvia'
300, 'Pernavas', 617, 'Rīga', 'LV-1060', 'Latvia'
301, 'Krišjāņa Valdemāra', 319, 'Rīga', 'LV-1023', 'Latvia'
302, 'Brīvības', 574, 'Rīga', 'LV-1023', 'Latvia'
303, 'Bikernieku', 690, 'Rīga', 'LV-1060', 'Latvia'
304, 'Zirnu', 1, 'Liepāja', 'LV-3015', 'Latvia'
305, 'Brīvības', 851, 'Rīga', 'LV-1023', 'Latvia'
306, 'Kaunas', 244, 'Daugavpils', 'LV-2040', 'Latvia'
307, 'Pulvera', 360, 'Liepāja', 'LV-3033', 'Latvia'
308, 'Zirnu', 608, 'Liepāja', 'LV-3015', 'Latvia'
309, 'Brīvības', 424, 'Rīga', 'LV-1023', 'Latvia'
310, '18. novembra', 380, 'Daugavpils', 'LV-2040', 'Latvia'
311, 'Bikernieku', 610, 'Rīga', 'LV-1060', 'Latvia'
312, 'Brīvības', 560, 'Rīga', 'LV-1023', 'Latvia'
313, 'Aleksandra Čaka', 530, 'Rīga', 'LV-1023', 'Latvia'
314, 'Dzelzavas', 326, 'Rīga', 'LV-1046', 'Latvia'
315, 'Brīvības', 161, 'Rīga', 'LV-1023', 'Latvia'
316, 'Kaunas', 321, 'Daugavpils', 'LV-2040', 'Latvia'
317, 'Valnu', 823, 'Daugavpils', 'LV-2040', 'Latvia'
318, 'Kaunas', 882, 'Daugavpils', 'LV-2040', 'Latvia'
319, 'Dzelzavas', 534, 'Rīga', 'LV-1046', 'Latvia'
320, 'Augusta Deglava', 514, 'Rīga', 'LV-1046', 'Latvia'
321, 'Satekles', 770, 'Rīga', 'LV-1060', 'Latvia'
322, 'Krišjāņa Valdemāra', 199, 'Rīga', 'LV-1023', 'Latvia'
323, '18. novembra', 63, 'Daugavpils', 'LV-2040', 'Latvia'
324, 'Ganibu', 702, 'Liepāja', 'LV-3015', 'Latvia'
325, 'Satekles', 883, 'Rīga', 'LV-1060', 'Latvia'
326, 'Zirnu', 586, 'Liepāja', 'LV-3015', 'Latvia'
327, 'Augusta Deglava', 541, 'Rīga', 'LV-1046', 'Latvia'
328, 'Dzelzavas', 356, 'Rīga', 'LV-1046', 'Latvia'
329, 'Satekles', 578, 'Rīga', 'LV-1060', 'Latvia'
330, 'Hanzas', 521, 'Rīga', 'LV-1060', 'Latvia'
331, 'Satekles', 141, 'Rīga', 'LV-1060', 'Latvia'
332, 'Aleksandra Čaka', 515, 'Rīga', 'LV-1023', 'Latvia'
333, 'Brīvības', 472, 'Rīga', 'LV-1023', 'Latvia'
334, 'Hanzas', 118, 'Rīga', 'LV-1060', 'Latvia'
335, 'Zirnu', 534, 'Liepāja', 'LV-3015', 'Latvia'
336, 'Zirnu', 448, 'Liepāja', 'LV-3015', 'Latvia'
337, 'Ganibu', 400, 'Liepāja', 'LV-3015', 'Latvia'
338, 'Ganibu', 284, 'Liepāja', 'LV-3015', 'Latvia'
339, 'Augusta Deglava', 800, 'Rīga', 'LV-1046', 'Latvia'
340, 'Dzelzavas', 562, 'Rīga', 'LV-1046', 'Latvia'
341, 'Uliha', 497, 'Liepāja', 'LV-3015', 'Latvia'
342, 'Bikernieku', 640, 'Rīga', 'LV-1060', 'Latvia'
343, 'Augusta Deglava', 763, 'Rīga', 'LV-1046', 'Latvia'
344, 'Uliha', 618, 'Liepāja', 'LV-3015', 'Latvia'
345, 'Tallinas', 57, 'Rīga', 'LV-1060', 'Latvia'
346, 'Vidzemes', 629, 'Daugavpils', 'LV-2023', 'Latvia'
347, 'Tallinas', 240, 'Rīga', 'LV-1060', 'Latvia'
348, '18. novembra', 18, 'Daugavpils', 'LV-2040', 'Latvia'
349, 'Krišjāņa Valdemāra', 542, 'Rīga', 'LV-1023', 'Latvia'
350, 'Uliha', 984, 'Liepāja', 'LV-3015', 'Latvia'
351, 'Uliha', 610, 'Liepāja', 'LV-3015', 'Latvia'
352, 'Aleksandra Čaka', 130, 'Rīga', 'LV-1023', 'Latvia'
353, 'Aleksandra Čaka', 274, 'Rīga', 'LV-1023', 'Latvia'
354, 'Uliha', 716, 'Liepāja', 'LV-3015', 'Latvia'
355, 'Augusta Deglava', 460, 'Rīga', 'LV-1046', 'Latvia'
356, 'Kaunas', 790, 'Daugavpils', 'LV-2040', 'Latvia'
357, 'Tallinas', 576, 'Rīga', 'LV-1060', 'Latvia'
358, 'Ieriķu', 238, 'Rīga', 'LV-1046', 'Latvia'
359, 'Bikernieku', 770, 'Rīga', 'LV-1060', 'Latvia'
360, 'Valnu', 438, 'Daugavpils', 'LV-2040', 'Latvia'
361, 'Ieriķu', 604, 'Rīga', 'LV-1046', 'Latvia'
362, 'Tallinas', 910, 'Rīga', 'LV-1060', 'Latvia'
363, 'Uliha', 955, 'Liepāja', 'LV-3015', 'Latvia'
364, '18. novembra', 932, 'Daugavpils', 'LV-2040', 'Latvia'
365, 'Kaunas', 386, 'Daugavpils', 'LV-2040', 'Latvia'
366, 'Valnu', 145, 'Daugavpils', 'LV-2040', 'Latvia'
367, 'Pernavas', 385, 'Rīga', 'LV-1060', 'Latvia'
368, 'Ieriķu', 502, 'Rīga', 'LV-1046', 'Latvia'
369, 'Pernavas', 545, 'Rīga', 'LV-1060', 'Latvia'
370, 'Augusta Deglava', 501, 'Rīga', 'LV-1046', 'Latvia'
