STUDENT_ID, PERSON_ID, SEMESTER
190, 190, 6
191, 191, 12
192, 192, 4
193, 193, 10
194, 194, 3
195, 195, 6
196, 196, 4
197, 197, 5
198, 198, 4
199, 199, 12
200, 200, 2
201, 201, 7
202, 202, 10
203, 203, 6
204, 204, 5
205, 205, 8
206, 206, 3
207, 207, 12
208, 208, 9
209, 209, 1
210, 210, 3
211, 211, 8
212, 212, 5
213, 213, 2
214, 214, 10
215, 215, 9
216, 216, 2
217, 217, 10
218, 218, 8
219, 219, 6
220, 220, 5
221, 221, 6
222, 222, 10
223, 223, 3
224, 224, 1
225, 225, 12
226, 226, 3
227, 227, 12
228, 228, 3
229, 229, 9
230, 230, 5
231, 231, 3
232, 232, 7
233, 233, 5
234, 234, 10
235, 235, 9
236, 236, 8
237, 237, 10
238, 238, 8
239, 239, 2
240, 240, 1
241, 241, 9
242, 242, 9
243, 243, 12
244, 244, 2
245, 245, 3
246, 246, 5
247, 247, 1
248, 248, 6
249, 249, 1
250, 250, 10
251, 251, 8
252, 252, 8
253, 253, 5
254, 254, 4
255, 255, 5
256, 256, 2
257, 257, 7
258, 258, 6
259, 259, 6
260, 260, 8
261, 261, 12
262, 262, 1
263, 263, 5
264, 264, 7
265, 265, 4
266, 266, 7
267, 267, 11
268, 268, 12
269, 269, 2
270, 270, 8
271, 271, 6
272, 272, 9
273, 273, 7
274, 274, 7
275, 275, 12
276, 276, 7
277, 277, 4
278, 278, 11
279, 279, 9
280, 280, 9
281, 281, 5
282, 282, 2
283, 283, 4
284, 284, 5
285, 285, 9
286, 286, 5
287, 287, 5
288, 288, 4
289, 289, 6
290, 290, 7
291, 291, 3
292, 292, 3
293, 293, 12
294, 294, 7
295, 295, 5
296, 296, 7
297, 297, 1
298, 298, 5
299, 299, 6
300, 300, 5
301, 301, 11
302, 302, 7
303, 303, 8
304, 304, 9
305, 305, 8
306, 306, 4
307, 307, 3
308, 308, 12
309, 309, 4
310, 310, 7
311, 311, 6
312, 312, 11
313, 313, 4
314, 314, 5
315, 315, 9
316, 316, 4
317, 317, 9
318, 318, 11
319, 319, 12
320, 320, 11
321, 321, 9
322, 322, 10
323, 323, 11
324, 324, 12
325, 325, 11
326, 326, 6
327, 327, 12
328, 328, 12
329, 329, 5
330, 330, 3
331, 331, 11
332, 332, 8
333, 333, 3
334, 334, 7
335, 335, 1
336, 336, 8
337, 337, 11
338, 338, 11
339, 339, 3
340, 340, 2
341, 341, 9
342, 342, 9
343, 343, 2
344, 344, 7
345, 345, 7
346, 346, 6
347, 347, 11
348, 348, 9
349, 349, 10
350, 350, 7
351, 351, 10
352, 352, 12
353, 353, 8
354, 354, 10
355, 355, 4
356, 356, 11
357, 357, 5
358, 358, 4
359, 359, 5
360, 360, 11
361, 361, 2
362, 362, 1
363, 363, 3
364, 364, 6
365, 365, 3
366, 366, 5
367, 367, 2
368, 368, 5
369, 369, 1
370, 370, 8
371, 371, 5
372, 372, 4
373, 373, 9
374, 374, 4
375, 375, 7
376, 376, 10
377, 377, 7
378, 378, 8
379, 379, 7
380, 380, 2
381, 381, 5
382, 382, 4
383, 383, 11
384, 384, 8
385, 385, 1
386, 386, 4
387, 387, 3
388, 388, 6
389, 389, 1
390, 390, 3
391, 391, 2
392, 392, 10
393, 393, 9
394, 394, 1
395, 395, 1
396, 396, 10
397, 397, 11
398, 398, 12
399, 399, 7
400, 400, 5
401, 401, 12
402, 402, 4
403, 403, 7
404, 404, 12
405, 405, 6
406, 406, 3
407, 407, 9
408, 408, 8
409, 409, 5
410, 410, 12
411, 411, 2
412, 412, 1
413, 413, 10
414, 414, 7
415, 415, 5
416, 416, 8
417, 417, 2
418, 418, 2
419, 419, 4
420, 420, 2
421, 421, 3
422, 422, 2
423, 423, 11
424, 424, 8
425, 425, 9
426, 426, 9
427, 427, 3
428, 428, 5
429, 429, 11
430, 430, 6
431, 431, 1
432, 432, 9
433, 433, 8
434, 434, 2
435, 435, 11
436, 436, 8
437, 437, 1
438, 438, 12
439, 439, 5
440, 440, 4
441, 441, 10
442, 442, 3
443, 443, 1
444, 444, 12
445, 445, 9
446, 446, 11
447, 447, 7
448, 448, 9
449, 449, 12
450, 450, 4
451, 451, 6
452, 452, 8
453, 453, 10
454, 454, 11
455, 455, 2
456, 456, 12
457, 457, 11
458, 458, 11
459, 459, 4
460, 460, 6
461, 461, 8
462, 462, 12
463, 463, 8
464, 464, 7
465, 465, 1
466, 466, 1
467, 467, 10
468, 468, 9
469, 469, 4
470, 470, 10
471, 471, 12
472, 472, 10
473, 473, 12
474, 474, 3
475, 475, 6
476, 476, 7
477, 477, 12
478, 478, 5
479, 479, 1
480, 480, 11
481, 481, 9
482, 482, 4
483, 483, 11
484, 484, 3
485, 485, 5
486, 486, 4
487, 487, 12
488, 488, 8
489, 489, 8
490, 490, 8
491, 491, 4
492, 492, 2
493, 493, 9
494, 494, 11
495, 495, 5
496, 496, 11
497, 497, 10
498, 498, 5
499, 499, 11
500, 500, 5
501, 501, 10
502, 502, 1
503, 503, 11
504, 504, 4
505, 505, 12
506, 506, 10
507, 507, 5
508, 508, 2
509, 509, 8
510, 510, 4
511, 511, 12
512, 512, 12
513, 513, 8
514, 514, 4
515, 515, 2
516, 516, 6
517, 517, 10
518, 518, 9
519, 519, 9
520, 520, 8
521, 521, 1
522, 522, 2
523, 523, 7
524, 524, 10
525, 525, 7
526, 526, 3
527, 527, 11
528, 528, 8
529, 529, 4
530, 530, 2
531, 531, 3
532, 532, 11
533, 533, 5
534, 534, 1
535, 535, 4
536, 536, 1
537, 537, 8
538, 538, 3
539, 539, 6
540, 540, 1
541, 541, 12
542, 542, 3
543, 543, 3
544, 544, 5
545, 545, 7
546, 546, 1
547, 547, 7
548, 548, 2
549, 549, 1
550, 550, 10
551, 551, 9
552, 552, 9
553, 553, 5
554, 554, 7
555, 555, 11
556, 556, 7
557, 557, 8
558, 558, 8
559, 559, 7
560, 560, 2
561, 561, 10
562, 562, 8
563, 563, 3
564, 564, 5
565, 565, 11
566, 566, 12
567, 567, 12
568, 568, 9
569, 569, 12
570, 570, 3
571, 571, 5
572, 572, 8
573, 573, 3
574, 574, 5
575, 575, 11
576, 576, 8
577, 577, 7
578, 578, 9
579, 579, 6
580, 580, 4
581, 581, 3
582, 582, 3
583, 583, 7
584, 584, 9
585, 585, 7
586, 586, 7
587, 587, 12
588, 588, 6
589, 589, 12
590, 590, 11
591, 591, 1
592, 592, 7
593, 593, 9
594, 594, 12
595, 595, 5
596, 596, 5
597, 597, 1
598, 598, 10
599, 599, 1
600, 600, 10
601, 601, 6
602, 602, 11
603, 603, 8
604, 604, 9
605, 605, 11
606, 606, 6
607, 607, 3
608, 608, 5
609, 609, 8
610, 610, 9
611, 611, 12
612, 612, 5
613, 613, 3
614, 614, 2
615, 615, 9
616, 616, 7
617, 617, 8
618, 618, 8
619, 619, 9
620, 620, 11
621, 621, 2
622, 622, 6
623, 623, 10
624, 624, 1
625, 625, 2
626, 626, 6
627, 627, 3
628, 628, 4
629, 629, 11
630, 630, 9
631, 631, 1
632, 632, 7
633, 633, 10
634, 634, 10
635, 635, 4
636, 636, 6
637, 637, 2
638, 638, 4
639, 639, 2
640, 640, 10
641, 641, 2
642, 642, 10
643, 643, 5
644, 644, 7
645, 645, 11
646, 646, 12
647, 647, 4
648, 648, 8
649, 649, 4
650, 650, 9
651, 651, 11
652, 652, 12
653, 653, 12
654, 654, 10
655, 655, 8
656, 656, 11
657, 657, 7
658, 658, 1
659, 659, 5
660, 660, 11
661, 661, 4
662, 662, 7
663, 663, 12
664, 664, 12
665, 665, 2
666, 666, 4
667, 667, 11
668, 668, 1
669, 669, 5
670, 670, 1
671, 671, 12
672, 672, 6
673, 673, 11
674, 674, 10
675, 675, 11
676, 676, 2
677, 677, 2
678, 678, 7
679, 679, 12
680, 680, 11
681, 681, 9
682, 682, 12
683, 683, 4
684, 684, 2
685, 685, 4
686, 686, 12
687, 687, 10
688, 688, 12
689, 689, 2
690, 690, 6
691, 691, 10
692, 692, 3
693, 693, 7
694, 694, 1
695, 695, 12
696, 696, 10
697, 697, 4
698, 698, 6
699, 699, 2
700, 700, 8
701, 701, 9
702, 702, 9
703, 703, 7
704, 704, 8
705, 705, 9
706, 706, 4
707, 707, 11
708, 708, 12
709, 709, 3
710, 710, 3
711, 711, 5
712, 712, 4
713, 713, 8
714, 714, 5
715, 715, 6
716, 716, 11
717, 717, 8
718, 718, 1
719, 719, 3
720, 720, 8
721, 721, 10
722, 722, 4
723, 723, 3
724, 724, 9
725, 725, 4
726, 726, 4
727, 727, 1
728, 728, 3
729, 729, 1
730, 730, 3
731, 731, 3
732, 732, 12
733, 733, 10
734, 734, 11
735, 735, 12
736, 736, 9
737, 737, 7
738, 738, 1
739, 739, 1
740, 740, 4
741, 741, 3
742, 742, 1
743, 743, 11
744, 744, 1
745, 745, 7
746, 746, 11
747, 747, 3
748, 748, 2
749, 749, 2
750, 750, 1
751, 751, 10
752, 752, 4
753, 753, 12
754, 754, 9
755, 755, 6
756, 756, 8
757, 757, 12
758, 758, 5
759, 759, 10
760, 760, 10
761, 761, 9
762, 762, 9
763, 763, 3
764, 764, 2
765, 765, 4
766, 766, 7
767, 767, 6
768, 768, 1
769, 769, 8
770, 770, 5
771, 771, 9
772, 772, 11
773, 773, 10
774, 774, 5
775, 775, 11
776, 776, 7
777, 777, 8
778, 778, 10
779, 779, 12
780, 780, 4
781, 781, 6
782, 782, 9
783, 783, 10
784, 784, 9
785, 785, 12
786, 786, 12
787, 787, 11
788, 788, 1
789, 789, 4
790, 790, 4
791, 791, 1
792, 792, 7
793, 793, 12
794, 794, 5
795, 795, 2
796, 796, 8
797, 797, 12
798, 798, 5
799, 799, 10
800, 800, 10
801, 801, 10
802, 802, 4
803, 803, 2
804, 804, 12
805, 805, 1
806, 806, 1
807, 807, 2
808, 808, 7
809, 809, 6
810, 810, 3
811, 811, 3
812, 812, 5
813, 813, 11
814, 814, 8
815, 815, 9
816, 816, 10
817, 817, 10
818, 818, 12
819, 819, 10
820, 820, 12
821, 821, 1
822, 822, 5
823, 823, 12
824, 824, 1
825, 825, 11
826, 826, 10
827, 827, 12
828, 828, 6
829, 829, 7
830, 830, 12
831, 831, 3
832, 832, 11
833, 833, 6
834, 834, 3
835, 835, 10
836, 836, 1
837, 837, 2
838, 838, 1
839, 839, 6
840, 840, 1
841, 841, 11
842, 842, 9
843, 843, 10
844, 844, 5
845, 845, 9
846, 846, 4
847, 847, 11
848, 848, 11
849, 849, 1
850, 850, 6
851, 851, 12
852, 852, 8
853, 853, 6
854, 854, 9
855, 855, 5
856, 856, 5
857, 857, 1
858, 858, 8
859, 859, 3
860, 860, 7
861, 861, 4
862, 862, 3
863, 863, 10
864, 864, 6
865, 865, 10
866, 866, 12
867, 867, 5
868, 868, 4
869, 869, 6
870, 870, 3
871, 871, 3
872, 872, 11
873, 873, 2
874, 874, 12
875, 875, 10
876, 876, 10
877, 877, 12
878, 878, 11
879, 879, 7
880, 880, 7
881, 881, 8
882, 882, 6
883, 883, 6
884, 884, 6
885, 885, 4
886, 886, 7
887, 887, 7
888, 888, 10
889, 889, 7
890, 890, 4
891, 891, 10
892, 892, 2
893, 893, 8
894, 894, 6
895, 895, 4
896, 896, 11
897, 897, 12
898, 898, 5
899, 899, 10
900, 900, 12
901, 901, 8
902, 902, 3
903, 903, 4
904, 904, 3
905, 905, 12
906, 906, 2
907, 907, 5
908, 908, 2
909, 909, 10
910, 910, 7
911, 911, 1
912, 912, 10
913, 913, 3
914, 914, 3
915, 915, 11
916, 916, 12
917, 917, 9
918, 918, 7
919, 919, 8
920, 920, 7
921, 921, 4
922, 922, 3
923, 923, 3
924, 924, 5
925, 925, 1
926, 926, 12
927, 927, 7
928, 928, 4
929, 929, 2
930, 930, 11
931, 931, 8
932, 932, 7
933, 933, 3
934, 934, 2
935, 935, 7
936, 936, 2
937, 937, 5
938, 938, 3
939, 939, 4
940, 940, 1
941, 941, 1
942, 942, 2
943, 943, 7
944, 944, 9
945, 945, 6
946, 946, 6
947, 947, 3
948, 948, 3
949, 949, 9
950, 950, 4
951, 951, 10
952, 952, 8
953, 953, 4
954, 954, 1
955, 955, 7
956, 956, 8
957, 957, 11
958, 958, 3
959, 959, 8
960, 960, 3
961, 961, 7
962, 962, 3
963, 963, 9
964, 964, 7
965, 965, 9
966, 966, 9
967, 967, 7
968, 968, 1
969, 969, 3
970, 970, 12
971, 971, 1
972, 972, 8
973, 973, 9
974, 974, 2
975, 975, 12
976, 976, 11
977, 977, 1
978, 978, 5
979, 979, 5
980, 980, 1
981, 981, 4
982, 982, 10
983, 983, 2
984, 984, 11
985, 985, 3
986, 986, 5
987, 987, 10
988, 988, 3
989, 989, 1
990, 990, 2
991, 991, 7
992, 992, 5
993, 993, 7
994, 994, 11
995, 995, 2
996, 996, 10
997, 997, 3
998, 998, 5
999, 999, 12
1000, 1000, 10
1001, 1001, 11
1002, 1002, 10
1003, 1003, 12
1004, 1004, 5
1005, 1005, 11
1006, 1006, 4
1007, 1007, 5
1008, 1008, 7
1009, 1009, 9
1010, 1010, 5
1011, 1011, 5
1012, 1012, 12
1013, 1013, 6
1014, 1014, 8
1015, 1015, 10
1016, 1016, 10
1017, 1017, 5
1018, 1018, 2
1019, 1019, 11
1020, 1020, 11
1021, 1021, 3
1022, 1022, 6
1023, 1023, 12
1024, 1024, 9
1025, 1025, 11
1026, 1026, 6
1027, 1027, 8
1028, 1028, 6
1029, 1029, 7
1030, 1030, 7
1031, 1031, 2
1032, 1032, 6
1033, 1033, 7
1034, 1034, 11
1035, 1035, 9
1036, 1036, 8
1037, 1037, 8
1038, 1038, 10
1039, 1039, 2
1040, 1040, 3
1041, 1041, 10
1042, 1042, 3
1043, 1043, 8
1044, 1044, 11
1045, 1045, 3
1046, 1046, 6
1047, 1047, 12
1048, 1048, 11
1049, 1049, 11
1050, 1050, 11
1051, 1051, 4
1052, 1052, 7
1053, 1053, 12
1054, 1054, 9
1055, 1055, 10
1056, 1056, 3
1057, 1057, 11
1058, 1058, 6
1059, 1059, 9
1060, 1060, 2
1061, 1061, 2
1062, 1062, 6
1063, 1063, 6
1064, 1064, 10
1065, 1065, 12
1066, 1066, 4
1067, 1067, 2
1068, 1068, 2
1069, 1069, 8
1070, 1070, 9
1071, 1071, 3
1072, 1072, 8
1073, 1073, 4
1074, 1074, 7
1075, 1075, 5
1076, 1076, 5
1077, 1077, 5
1078, 1078, 10
1079, 1079, 5
1080, 1080, 6
1081, 1081, 7
1082, 1082, 6
1083, 1083, 12
1084, 1084, 11
1085, 1085, 3
1086, 1086, 2
1087, 1087, 2
1088, 1088, 2
1089, 1089, 1
1090, 1090, 8
1091, 1091, 10
1092, 1092, 5
1093, 1093, 4
1094, 1094, 5
1095, 1095, 1
1096, 1096, 4
1097, 1097, 9
1098, 1098, 1
1099, 1099, 2
1100, 1100, 1
1101, 1101, 11
1102, 1102, 8
1103, 1103, 6
1104, 1104, 9
1105, 1105, 9
1106, 1106, 10
1107, 1107, 10
1108, 1108, 6
1109, 1109, 9
1110, 1110, 2
1111, 1111, 11
1112, 1112, 3
1113, 1113, 1
1114, 1114, 1
1115, 1115, 5
1116, 1116, 10
1117, 1117, 4
1118, 1118, 1
1119, 1119, 2
1120, 1120, 12
1121, 1121, 3
1122, 1122, 11
1123, 1123, 3
1124, 1124, 3
1125, 1125, 4
1126, 1126, 5
1127, 1127, 11
1128, 1128, 10
1129, 1129, 12
1130, 1130, 7
1131, 1131, 4
1132, 1132, 7
1133, 1133, 10
1134, 1134, 2
1135, 1135, 5
1136, 1136, 10
1137, 1137, 2
1138, 1138, 3
1139, 1139, 5
1140, 1140, 3
1141, 1141, 5
1142, 1142, 9
1143, 1143, 12
1144, 1144, 12
1145, 1145, 5
1146, 1146, 1
1147, 1147, 1
1148, 1148, 8
1149, 1149, 10
1150, 1150, 6
1151, 1151, 5
1152, 1152, 7
1153, 1153, 1
1154, 1154, 10
1155, 1155, 4
1156, 1156, 2
1157, 1157, 8
1158, 1158, 7
1159, 1159, 8
1160, 1160, 8
1161, 1161, 7
1162, 1162, 4
1163, 1163, 8
1164, 1164, 8
1165, 1165, 7
1166, 1166, 11
1167, 1167, 12
1168, 1168, 10
1169, 1169, 2
1170, 1170, 4
1171, 1171, 9
1172, 1172, 1
1173, 1173, 9
1174, 1174, 7
1175, 1175, 3
1176, 1176, 3
1177, 1177, 7
1178, 1178, 6
1179, 1179, 6
1180, 1180, 2
1181, 1181, 8
1182, 1182, 7
1183, 1183, 2
1184, 1184, 10
1185, 1185, 5
1186, 1186, 7
1187, 1187, 10
1188, 1188, 11
1189, 1189, 10
1190, 1190, 1
1191, 1191, 3
1192, 1192, 8
1193, 1193, 1
1194, 1194, 10
1195, 1195, 9
1196, 1196, 12
1197, 1197, 10
1198, 1198, 10
1199, 1199, 6
1200, 1200, 6
1201, 1201, 11
1202, 1202, 12
1203, 1203, 3
1204, 1204, 1
1205, 1205, 11
1206, 1206, 11
1207, 1207, 9
1208, 1208, 10
1209, 1209, 10
1210, 1210, 9
1211, 1211, 2
1212, 1212, 8
1213, 1213, 1
1214, 1214, 10
1215, 1215, 3
1216, 1216, 12
1217, 1217, 9
1218, 1218, 4
1219, 1219, 1
1220, 1220, 7
1221, 1221, 8
1222, 1222, 10
1223, 1223, 8
1224, 1224, 12
1225, 1225, 7
1226, 1226, 11
1227, 1227, 9
1228, 1228, 1
1229, 1229, 10
1230, 1230, 8
1231, 1231, 3
1232, 1232, 3
1233, 1233, 1
1234, 1234, 5
1235, 1235, 12
1236, 1236, 3
1237, 1237, 7
1238, 1238, 10
1239, 1239, 9
1240, 1240, 7
1241, 1241, 11
1242, 1242, 8
1243, 1243, 8
1244, 1244, 11
1245, 1245, 12
1246, 1246, 1
1247, 1247, 10
1248, 1248, 11
1249, 1249, 10
1250, 1250, 11
1251, 1251, 6
1252, 1252, 12
1253, 1253, 3
1254, 1254, 6
1255, 1255, 2
1256, 1256, 1
1257, 1257, 1
1258, 1258, 9
1259, 1259, 9
1260, 1260, 3
1261, 1261, 1
1262, 1262, 6
1263, 1263, 1
1264, 1264, 3
1265, 1265, 10
1266, 1266, 3
1267, 1267, 2
1268, 1268, 11
1269, 1269, 2
1270, 1270, 3
1271, 1271, 5
1272, 1272, 10
1273, 1273, 8
1274, 1274, 2
1275, 1275, 9
1276, 1276, 3
1277, 1277, 1
1278, 1278, 1
1279, 1279, 8
1280, 1280, 1
1281, 1281, 2
1282, 1282, 4
1283, 1283, 6
1284, 1284, 6
1285, 1285, 10
1286, 1286, 7
1287, 1287, 5
1288, 1288, 12
1289, 1289, 6
1290, 1290, 10
1291, 1291, 7
1292, 1292, 9
1293, 1293, 1
1294, 1294, 8
1295, 1295, 8
1296, 1296, 10
1297, 1297, 12
1298, 1298, 12
1299, 1299, 4
1300, 1300, 6
1301, 1301, 8
1302, 1302, 9
1303, 1303, 3
1304, 1304, 11
1305, 1305, 11
1306, 1306, 4
1307, 1307, 5
1308, 1308, 5
1309, 1309, 4
1310, 1310, 5
1311, 1311, 6
1312, 1312, 6
1313, 1313, 9
1314, 1314, 5
1315, 1315, 11
1316, 1316, 4
1317, 1317, 9
1318, 1318, 3
1319, 1319, 10
1320, 1320, 8
1321, 1321, 3
1322, 1322, 3
1323, 1323, 10
1324, 1324, 8
1325, 1325, 11
1326, 1326, 11
1327, 1327, 3
1328, 1328, 3
1329, 1329, 5
1330, 1330, 2
1331, 1331, 6
1332, 1332, 3
1333, 1333, 7
1334, 1334, 3
1335, 1335, 2
1336, 1336, 10
1337, 1337, 8
1338, 1338, 1
1339, 1339, 1
1340, 1340, 3
1341, 1341, 8
1342, 1342, 7
1343, 1343, 2
1344, 1344, 6
1345, 1345, 4
1346, 1346, 11
1347, 1347, 10
1348, 1348, 6
1349, 1349, 8
1350, 1350, 10
1351, 1351, 4
1352, 1352, 4
1353, 1353, 8
1354, 1354, 2
1355, 1355, 6
1356, 1356, 8
1357, 1357, 10
1358, 1358, 4
1359, 1359, 6
1360, 1360, 3
1361, 1361, 5
1362, 1362, 11
1363, 1363, 2
1364, 1364, 3
1365, 1365, 6
1366, 1366, 8
1367, 1367, 7
1368, 1368, 5
1369, 1369, 6
1370, 1370, 4
1371, 1371, 5
1372, 1372, 3
1373, 1373, 10
1374, 1374, 10
1375, 1375, 5
1376, 1376, 9
1377, 1377, 4
1378, 1378, 1
1379, 1379, 3
1380, 1380, 4
1381, 1381, 1
1382, 1382, 1
1383, 1383, 7
1384, 1384, 3
1385, 1385, 9
1386, 1386, 12
1387, 1387, 3
1388, 1388, 4
1389, 1389, 10
1390, 1390, 5
1391, 1391, 7
1392, 1392, 4
1393, 1393, 3
1394, 1394, 3
1395, 1395, 5
1396, 1396, 10
1397, 1397, 11
1398, 1398, 8
1399, 1399, 3
1400, 1400, 7
1401, 1401, 7
1402, 1402, 2
1403, 1403, 2
1404, 1404, 11
1405, 1405, 10
1406, 1406, 6
1407, 1407, 6
1408, 1408, 7
1409, 1409, 12
1410, 1410, 11
1411, 1411, 1
1412, 1412, 3
1413, 1413, 7
1414, 1414, 2
1415, 1415, 7
1416, 1416, 3
1417, 1417, 4
1418, 1418, 11
1419, 1419, 8
1420, 1420, 4
1421, 1421, 10
1422, 1422, 3
1423, 1423, 12
1424, 1424, 1
1425, 1425, 7
1426, 1426, 8
1427, 1427, 1
1428, 1428, 1
1429, 1429, 6
1430, 1430, 1
1431, 1431, 1
1432, 1432, 9
1433, 1433, 5
1434, 1434, 6
1435, 1435, 5
1436, 1436, 12
1437, 1437, 10
1438, 1438, 11
1439, 1439, 9
1440, 1440, 8
1441, 1441, 10
1442, 1442, 11
1443, 1443, 8
1444, 1444, 6
1445, 1445, 4
1446, 1446, 12
1447, 1447, 3
1448, 1448, 2
1449, 1449, 6
1450, 1450, 9
1451, 1451, 9
1452, 1452, 11
1453, 1453, 3
1454, 1454, 7
1455, 1455, 1
1456, 1456, 8
1457, 1457, 4
1458, 1458, 5
1459, 1459, 2
1460, 1460, 11
1461, 1461, 4
1462, 1462, 7
1463, 1463, 5
1464, 1464, 10
1465, 1465, 7
1466, 1466, 7
1467, 1467, 1
1468, 1468, 7
1469, 1469, 7
1470, 1470, 1
1471, 1471, 6
1472, 1472, 5
1473, 1473, 8
1474, 1474, 10
1475, 1475, 8
1476, 1476, 8
1477, 1477, 5
1478, 1478, 7
1479, 1479, 11
1480, 1480, 9
1481, 1481, 2
1482, 1482, 6
1483, 1483, 9
1484, 1484, 8
1485, 1485, 6
1486, 1486, 1
1487, 1487, 11
1488, 1488, 10
1489, 1489, 8
1490, 1490, 11
1491, 1491, 11
1492, 1492, 5
1493, 1493, 3
1494, 1494, 7
1495, 1495, 6
1496, 1496, 12
1497, 1497, 2
1498, 1498, 6
1499, 1499, 2
1500, 1500, 5
1501, 1501, 3
1502, 1502, 12
1503, 1503, 9
1504, 1504, 9
1505, 1505, 4
1506, 1506, 5
1507, 1507, 4
1508, 1508, 12
1509, 1509, 11
1510, 1510, 1
1511, 1511, 2
1512, 1512, 8
1513, 1513, 3
1514, 1514, 8
1515, 1515, 3
1516, 1516, 12
1517, 1517, 4
1518, 1518, 10
1519, 1519, 4
1520, 1520, 6
1521, 1521, 1
1522, 1522, 1
1523, 1523, 5
1524, 1524, 3
1525, 1525, 8
1526, 1526, 11
1527, 1527, 5
1528, 1528, 7
1529, 1529, 9
1530, 1530, 2
1531, 1531, 9
1532, 1532, 5
1533, 1533, 1
1534, 1534, 9
1535, 1535, 1
1536, 1536, 11
1537, 1537, 12
1538, 1538, 8
1539, 1539, 6
1540, 1540, 3
1541, 1541, 10
1542, 1542, 10
1543, 1543, 3
1544, 1544, 4
1545, 1545, 10
1546, 1546, 10
1547, 1547, 10
1548, 1548, 9
1549, 1549, 11
1550, 1550, 4
1551, 1551, 7
1552, 1552, 10
1553, 1553, 3
1554, 1554, 4
1555, 1555, 12
1556, 1556, 4
1557, 1557, 3
1558, 1558, 4
1559, 1559, 7
1560, 1560, 12
1561, 1561, 3
1562, 1562, 4
1563, 1563, 1
1564, 1564, 1
1565, 1565, 8
1566, 1566, 1
1567, 1567, 11
1568, 1568, 3
1569, 1569, 2
1570, 1570, 10
1571, 1571, 1
1572, 1572, 1
1573, 1573, 7
1574, 1574, 10
1575, 1575, 9
1576, 1576, 3
1577, 1577, 2
1578, 1578, 6
1579, 1579, 1
1580, 1580, 6
1581, 1581, 7
1582, 1582, 1
1583, 1583, 8
1584, 1584, 1
1585, 1585, 5
1586, 1586, 8
1587, 1587, 7
1588, 1588, 10
1589, 1589, 10
1590, 1590, 8
1591, 1591, 1
1592, 1592, 11
1593, 1593, 5
1594, 1594, 10
1595, 1595, 11
